id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
335,0.001104,udp,dns,CON,2,2,132,164,2717.391244,31,29,478260.8438,594202.875,0,0,0.008,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,9,0,1,2,1,1,0,0,0,2,7,0,Normal,0
336,31.971268,tcp,-,FIN,64,68,3806,51912,4.097429,31,29,937.591858,12798.74219,7,26,507.475433,491.855985,91203.52329,89812.58326,255,481933455,2627629142,255,0.000753,0.000616,0.000137,59,763,0,0,12,0,3,1,1,3,0,0,0,4,5,0,Normal,0
337,0.001131,udp,dns,CON,2,2,132,164,2652.5199,31,29,466843.5,580017.6875,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Normal,0
338,0.0011,udp,dns,CON,2,2,132,164,2727.272742,31,29,480000,596363.625,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,3,0,1,1,1,1,0,0,0,1,1,0,Normal,0
339,2.375381,udp,-,CON,4,4,568,312,2.946896,31,29,1434.717163,788.084106,0,0,783.337,778.009688,1107.804375,1100.264,0,0,0,0,0,0,0,142,78,0,0,14,0,7,2,1,3,0,0,0,17,8,0,Normal,0
340,0.004601,udp,-,CON,4,4,568,312,1521.40843,31,29,740708.5625,406868.0938,0,0,1.186333,1.021,1.669245,1.434719,0,0,0,0,0,0,0,142,78,0,0,7,0,2,1,1,3,0,0,0,2,2,0,Normal,0
341,0.052992,tcp,-,FIN,30,42,2302,34406,1339.824849,31,29,336050.7188,5070501,5,15,1.879714,1.279878,100.223404,77.157055,255,2739972170,598028940,255,0.00064,0.000513,0.000127,77,819,0,0,6,0,3,2,1,2,0,0,0,3,2,0,Normal,0
342,0.001052,udp,dns,CON,2,2,130,162,2851.711087,31,29,494296.5938,615969.625,0,0,0.008,0.007,0,0,0,0,0,0,0,0,0,65,81,0,0,3,0,2,2,1,2,0,0,0,2,3,0,Normal,0
343,0.001678,udp,-,CON,4,4,528,304,4171.632967,31,29,1887961.875,1087008.375,0,0,0.440667,0.197667,0.616834,0.273187,0,0,0,0,0,0,0,132,76,0,0,7,0,2,1,1,3,0,0,0,2,2,0,Normal,0
344,0.02366,tcp,-,FIN,16,18,1540,1644,1394.759063,31,29,488250.1875,525105.625,4,4,1.5578,1.364823,91.629688,2.656685,255,2739972998,598573862,255,0.000578,0.000455,0.000123,96,91,0,0,6,0,3,2,1,2,0,0,0,3,2,0,Normal,0
345,0.001084,udp,dns,CON,2,2,146,178,2767.527704,31,29,538745.375,656826.5625,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,3,0,2,2,1,1,0,0,0,2,3,0,Normal,0
346,0.001088,udp,dns,CON,2,2,130,162,2757.352893,31,29,477941.1563,595588.25,0,0,0.009,0.006,0,0,0,0,0,0,0,0,0,65,81,0,0,2,0,2,2,2,2,0,0,0,2,2,0,Normal,0
347,0.01981,tcp,-,FIN,16,18,1540,1644,1665.825304,31,29,583139.8125,627158,4,4,1.2964,1.137471,75.332115,2.176126,255,2919972408,2924977644,255,0.000597,0.00047,0.000127,96,91,0,0,6,0,2,2,1,3,0,0,0,3,6,0,Normal,0
348,0.001088,udp,dns,CON,2,2,130,162,2757.352893,31,29,477941.1563,595588.25,0,0,0.009,0.006,0,0,0,0,0,0,0,0,0,65,81,0,0,2,0,2,2,2,2,0,0,0,2,2,0,Normal,0
349,0.001086,udp,dns,CON,2,2,146,178,2762.430929,31,29,537753.25,655616.9375,0,0,0.008,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,3,0,1,2,1,3,0,0,0,2,1,0,Normal,0
350,0.00391,tcp,http,FIN,8,10,1052,824,4347.82612,31,29,1884399,1518158.625,2,2,0.508,0.374778,32.479421,0.656635,255,594583644,2745192702,255,0.000667,0.000533,0.000134,132,82,1,83,2,0,2,1,1,3,0,0,1,3,5,0,Normal,0
351,0.001089,udp,dns,CON,2,2,146,178,2754.820869,31,29,536271.8125,653810.8125,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,73,89,0,0,2,0,2,1,1,1,0,0,0,1,3,0,Normal,0
352,0.001015,udp,dns,CON,2,2,146,178,2955.664893,31,29,575369.4375,701477.8125,0,0,0.008,0.005,0,0,0,0,0,0,0,0,0,73,89,0,0,2,0,1,1,1,2,0,0,0,2,2,0,Normal,0
353,0.001052,udp,dns,CON,2,2,146,178,2851.711087,31,29,555133.0625,676806.125,0,0,0.009,0.006,0,0,0,0,0,0,0,0,0,73,89,0,0,3,0,2,2,1,1,0,0,0,2,3,0,Normal,0
354,0.336135,tcp,-,FIN,16,18,1540,1644,98.17484,31,29,34367.14453,36961.33984,4,4,22.382733,22.373801,1869.911184,57.181262,255,2269910953,3150271885,255,0.000639,0.000519,0.00012,96,91,0,0,11,0,11,11,1,7,0,0,0,19,5,0,Normal,0
355,1.816583,tcp,http,FIN,8,10,1052,824,9.358229,31,29,4055.966553,3267.67334,2,2,245.212857,201.781672,20127.74191,528.553937,255,2044518704,2045695605,255,0.000671,0.000544,0.000127,132,82,1,83,5,0,11,5,1,1,0,0,1,5,5,0,Normal,0
356,4.593804,tcp,http,FIN,8,10,1052,824,3.700637,31,29,1603.899536,1292.175293,2,2,656.095,510.360125,52750.16679,1442.10975,255,2574099923,2575194768,255,0.000692,0.000559,0.000133,132,82,1,83,6,0,9,6,1,2,0,0,1,11,6,0,Normal,0
357,15.048877,tcp,http,FIN,8,10,1052,824,1.129652,31,29,489.604645,394.448029,2,2,2149.6665,1672.03525,179296.3829,4721.9385,255,506970224,508126771,255,0.000698,0.000554,0.000144,132,82,1,83,5,0,13,5,1,1,0,0,1,5,7,0,Normal,0
358,0.005026,tcp,http,FIN,8,10,1052,824,3382.411402,31,29,1465976.875,1181058.5,2,2,0.669,0.465556,42.802739,0.92355,255,2919969620,2921017946,255,0.000976,0.000833,0.000143,132,82,1,83,2,0,3,1,1,1,0,0,1,3,2,0,Normal,0
359,5.535771,tcp,http,FIN,8,10,1052,824,3.070936,31,29,1330.97998,1072.298706,2,2,789.546732,615.023125,64496.12397,1696.72525,255,4121584103,1973107493,255,0.000701,0.000559,0.000142,132,82,1,83,8,0,6,8,1,1,0,0,1,9,6,0,Normal,0
360,20.262241,tcp,http,FIN,8,10,1052,824,0.838999,31,29,363.632019,292.95871,2,2,2894.550786,2251.29925,242102.8288,6366.823,255,1741935912,1743038625,255,0.000689,0.00054,0.000149,132,82,1,83,8,0,7,8,1,3,0,0,1,14,7,0,Normal,0
361,0.013982,tcp,-,FIN,16,18,1540,1644,2360.1774,31,29,826205.125,888571,4,4,0.9098,0.795706,62.361358,1.410088,255,774584306,781811247,255,0.000565,0.000449,0.000116,96,91,0,0,6,0,2,2,1,3,0,0,0,3,6,0,Normal,0
362,23.945032,tcp,http,FIN,8,10,1052,824,0.709959,31,29,307.704742,247.901108,2,2,3420.597214,2660.495,285603.7858,7517.3625,255,3754808330,3760223890,255,0.000721,0.000568,0.000153,132,82,1,83,8,0,14,8,1,3,0,0,1,10,4,0,Normal,0
363,25.834202,tcp,http,FIN,14,18,1684,10168,1.19996,31,29,484.319214,2974.041992,3,5,1987.219846,1519.627118,157652.685,138820.3369,255,2176551327,28052175,255,0.00068,0.000533,0.000147,120,565,1,3924,1,0,2,1,1,2,0,0,1,1,5,0,Normal,0
364,25.146973,tcp,http,FIN,8,10,1052,824,0.676026,31,29,292.997498,236.052277,2,2,3592.336,3143.2995,299911.2116,8308.2,255,889420030,890600041,255,0.000732,0.000574,0.000158,132,82,1,83,8,0,6,8,1,3,0,0,1,14,6,0,Normal,0
365,27.286858,tcp,http,FIN,8,10,1052,824,0.623011,31,29,270.020111,217.540619,2,2,3895.967286,3031.80525,322916.7532,8511.368,255,4102290167,4103575079,255,0.000764,0.000598,0.000166,132,82,1,83,5,0,7,5,1,1,0,0,4,5,7,0,Normal,0
366,27.771465,tcp,-,FIN,78,80,4550,72810,5.653285,31,29,1293.990112,20711.90625,7,33,365.409851,356.035986,65650.81959,65230.74239,255,914452430,3064389151,255,0.000785,0.000647,0.000138,58,910,0,0,11,0,2,1,1,2,0,0,0,1,10,0,Normal,0
367,0.003074,tcp,ftp-data,FIN,6,8,320,1862,4229.017717,31,29,694860.125,4242030,1,2,0.5494,0.373714,30.325684,0.622734,255,2766617008,1112398289,255,0.000713,0.000455,0.000258,53,233,0,0,1,0,14,1,1,1,0,0,0,9,1,0,Normal,0
368,11.087223,tcp,http,FIN,12,18,1580,10168,2.615623,31,29,1045.527832,6929.77832,3,5,1007.895136,652.157364,65450.51492,40766.38297,255,377039570,378054925,255,0.000709,0.000544,0.000165,132,565,1,3924,2,0,2,1,1,1,0,0,1,2,2,0,Normal,0
369,0.051153,tcp,-,FIN,16,18,1540,1644,645.123448,31,29,225832.3125,242879.2031,4,4,3.630214,2.973294,220.084428,6.339149,255,1356921147,3087941131,255,0.000725,0.000607,0.000118,96,91,0,0,7,0,14,5,1,5,0,0,0,14,9,0,Normal,0
370,0.021784,tcp,-,FIN,16,18,1540,1644,1514.873295,31,29,530297.4375,570326.8125,4,4,1.430733,1.254118,85.061443,2.322652,255,1074593811,1080184617,255,0.000574,0.000459,0.000115,96,91,0,0,6,0,13,6,1,6,0,0,0,8,10,0,Normal,0
371,0.037412,tcp,http,FIN,8,10,1052,824,454.399671,31,29,196942.1563,158665.6719,2,2,5.295286,0.807111,377.454291,1.552096,255,3366615409,3456031196,255,0.031066,0.030147,0.000919,132,82,1,83,8,0,13,8,1,1,0,0,1,14,7,0,Normal,0
372,0.004117,tcp,ftp-data,FIN,6,8,320,1862,3157.639121,31,29,518824.4063,3167355,1,2,0.7036,0.452143,37.548757,0.733449,255,497038634,1110567386,255,0.001088,0.000949,0.000139,53,233,0,0,2,0,9,1,1,2,0,0,0,10,2,0,Normal,0
373,0.015255,tcp,-,FIN,16,18,1540,1644,2163.225109,31,29,757259.875,814421.5,4,4,0.995667,0.868588,66.283497,1.609834,255,3224169838,1080690827,255,0.001167,0.000483,0.000684,96,91,0,0,6,0,13,6,1,6,0,0,0,8,10,0,Normal,0
374,10.646811,tcp,http,FIN,8,10,1052,824,1.596722,31,29,692.038208,557.537842,2,2,1520.897821,1182.917,126732.2549,3338.382,255,3149066899,3146049388,255,0.000716,0.000554,0.000162,132,82,1,83,5,0,14,5,1,2,0,0,1,5,4,0,Normal,0
375,10.38414,tcp,http,FIN,8,10,1052,824,1.637112,31,29,709.543579,571.640991,2,2,1483.396321,1153.728375,124031.1594,3262.72675,255,1299484694,3450276081,255,0.000724,0.000581,0.000143,132,82,1,83,6,0,6,6,1,1,0,0,1,11,6,0,Normal,0
376,0.020997,tcp,-,FIN,16,18,1540,1644,1571.653029,31,29,550173.8125,591703.5625,4,4,1.379,1.283375,85.736362,2.418452,255,1074592884,1079600143,255,0.000618,0.000462,0.000156,96,91,0,0,6,0,13,6,1,6,0,0,0,8,10,0,Normal,0
377,12.061894,tcp,http,FIN,8,10,1052,824,1.409397,31,29,610.849304,492.128326,2,2,1722.965107,1507.668625,144075.897,3987.87,255,2369067548,220578407,255,0.000685,0.00054,0.000145,132,82,1,83,6,0,9,6,1,2,0,0,1,11,6,0,Normal,0
378,2.525565,tcp,http,FIN,8,10,1052,824,6.731167,31,29,2917.367188,2350.365234,2,2,360.637295,280.556438,25723.08801,743.325312,255,3954099231,1805740042,255,0.00068,0.000553,0.000127,132,82,1,83,5,0,6,5,1,2,0,0,1,8,5,0,Normal,0
379,0.044805,tcp,-,FIN,30,42,2302,34406,1584.644519,31,29,397455.625,5997009,5,15,1.588643,1.080317,87.37791,69.611008,255,3224170872,3227561229,255,0.000642,0.000508,0.000134,77,819,0,0,6,0,13,6,1,6,0,0,0,8,10,0,Normal,0
380,17.435793,tcp,http,FIN,8,10,1052,824,0.975006,31,29,422.57901,340.449097,2,2,2489.55,2179.405,206729.3831,5725.044,255,3419847586,3425221946,255,0.0007,0.000546,0.000154,132,82,1,83,7,0,13,7,1,8,0,0,1,19,7,0,Normal,0
381,15.600839,tcp,http,FIN,8,10,1052,824,1.089685,31,29,472.282288,380.492371,2,2,2228.539714,1733.3655,185054.6564,4869.584,255,2356550556,208113727,255,0.000666,0.000532,0.000134,132,82,1,83,5,0,14,5,1,2,0,0,1,5,4,0,Normal,0
382,0.000948,udp,dns,CON,2,2,132,164,3164.556959,31,29,556962,691983.125,0,0,0.005,0.004,0,0,0,0,0,0,0,0,0,66,82,0,0,1,0,12,1,1,1,0,0,0,8,1,0,Normal,0
383,0.759727,tcp,http,FIN,8,10,1052,824,22.376459,31,29,9698.220703,7813.333008,2,2,108.370717,84.352219,6420.486458,198.054203,255,2882421733,738156176,255,0.000696,0.000553,0.000143,132,82,1,83,8,0,6,8,1,1,0,0,1,14,5,0,Normal,0
384,0.014717,tcp,-,FIN,16,18,1540,1644,2242.304878,31,29,784942.625,844193.8125,4,4,0.957467,0.839235,61.85966,1.59777,255,1194584278,3350445939,255,0.000575,0.000447,0.000128,96,91,0,0,9,0,24,6,1,7,0,0,0,12,21,0,Normal,0
385,0.001081,udp,dns,CON,2,2,132,164,2775.208228,31,29,488436.6563,606845.5625,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,1,0,5,1,1,1,0,0,0,11,1,0,Normal,0
386,0.020925,tcp,-,FIN,16,18,1540,1644,1577.060909,31,29,552066.875,593739.5625,4,4,1.374333,1.204353,87.281109,2.270592,255,1314588883,3465561290,255,0.000562,0.000447,0.000115,96,91,0,0,7,0,12,6,1,6,0,0,0,9,12,0,Normal,0
387,0.048775,tcp,-,FIN,30,42,2302,34406,1455.663803,31,29,365105.0938,5508888,5,15,1.671172,1.178146,92.643234,75.538313,255,3464166311,1318089039,255,0.000591,0.000468,0.000123,77,819,0,0,7,0,12,6,1,6,0,0,0,9,12,0,Normal,0
388,0.0939,tcp,smtp,FIN,52,42,37358,3380,990.415309,31,29,3121618.75,281150.1563,18,8,1.87116,2.276683,224.493004,7.529771,255,2979969083,2985106184,255,0.000686,0.000552,0.000134,718,80,0,0,1,0,7,1,1,2,0,0,0,12,2,0,Normal,0
389,1.046089,tcp,-,FIN,40,42,2558,23162,77.431266,31,29,19080.59375,172918.3594,7,14,26.811692,25.50017,1722.679633,1684.448179,255,2627323364,2487009254,255,0.000741,0.000578,0.000163,64,551,0,0,3,0,6,1,1,1,0,0,0,3,2,0,Normal,0
390,2.013725,tcp,-,FIN,40,42,2558,23162,40.223962,31,29,9911.978516,89827.55469,7,14,51.624257,49.089658,3608.260935,3514.374446,255,3302420313,181454329,255,0.001159,0.001046,0.000113,64,551,0,0,9,0,6,1,1,2,0,0,0,12,5,0,Normal,0
391,0.999452,tcp,-,FIN,38,40,2438,18508,77.04222,31,29,19002.41406,144447.1563,7,13,27.753583,26.286658,1785.664496,1733.516318,255,762066568,661561270,255,0.000687,0.000555,0.000132,64,463,0,0,13,0,6,1,1,1,0,0,0,19,5,0,Normal,0
392,0.004015,tcp,http,FIN,8,10,1052,824,4234.121967,31,29,1835118.25,1478455.75,2,2,0.524429,0.383222,33.299226,0.677635,255,3224168405,1075519033,255,0.000701,0.000562,0.000139,132,82,1,83,1,0,6,1,1,1,0,0,1,8,2,0,Normal,0
393,0.047493,tcp,-,FIN,30,42,2302,34406,1494.957165,31,29,374960.5313,5657591.5,5,15,1.624931,1.147268,93.572105,73.266249,255,3339971598,1198220768,255,0.000567,0.000451,0.000116,77,819,0,0,9,0,24,6,1,7,0,0,0,12,21,0,Normal,0
394,0.01939,tcp,-,FIN,16,18,1540,1644,1701.908197,31,29,595771,640742.625,4,4,1.271667,1.113177,77.274875,2.307691,255,1194585875,3344145877,255,0.000578,0.000463,0.000115,96,91,0,0,9,0,24,6,1,7,0,0,0,12,21,0,Normal,0
395,0.047875,tcp,-,FIN,30,42,2302,34406,1483.028773,31,29,371968.6875,5612449.5,5,15,1.698179,1.155171,96.681936,75.436282,255,1434585325,1438071576,255,0.000633,0.000509,0.000124,77,819,0,0,11,0,24,6,1,7,0,0,0,13,21,0,Normal,0
396,0.001038,udp,dns,CON,2,2,132,164,2890.173445,31,29,508670.5313,631984.5625,0,0,0.008,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,2,0,6,2,1,2,0,0,0,13,1,0,Normal,0
397,0.000964,udp,dns,CON,2,2,146,178,3112.033175,31,29,605809.125,738589.1875,0,0,0.006,0.001,0,0,0,0,0,0,0,0,0,73,89,0,0,2,0,24,2,1,7,0,0,0,13,2,0,Normal,0
398,2.880126,tcp,-,FIN,40,42,2558,23162,28.12377,31,29,6930.252441,62805.58594,7,14,73.841381,70.232657,4401.136188,4300.198631,255,352001754,3612099837,255,0.000725,0.000581,0.000144,64,551,0,0,13,0,7,1,1,1,0,0,0,19,3,0,Normal,0
399,3.596807,tcp,-,FIN,80,80,4654,72810,44.205875,31,29,10222.40039,159919.625,7,33,45.525026,45.514355,0,70.03318,255,3211644806,1062307114,255,0.001294,0.001168,0.000126,58,910,0,0,5,0,7,1,1,2,0,0,0,6,5,0,Normal,0
400,6.05719,tcp,http,FIN,14,18,1684,10168,5.117885,31,29,2065.644287,12684.42969,3,5,465.910702,378.508758,25568.77856,23050.32192,255,2009550692,4239237514,255,0.001208,0.001047,0.000161,120,565,1,3924,2,0,7,2,1,1,0,0,1,3,2,0,Normal,0
401,10.591283,tcp,-,FIN,64,66,3806,51808,12.179828,31,29,2830.251953,38540.375,7,26,173.622136,162.463677,10520.96784,10189.81492,255,3546611209,1415643780,255,0.032015,0.031135,0.00088,59,785,0,0,6,0,7,1,1,1,0,0,0,4,3,0,Normal,0
402,1.510575,tcp,-,FIN,40,42,2558,23162,53.621963,31,29,13213.51074,119747.7734,7,14,38.724718,36.814538,0,2275.288335,255,3426613770,238488252,255,0.001321,0.001175,0.000146,64,551,0,0,5,0,12,1,1,2,0,0,0,6,12,0,Normal,0
403,4.116069,tcp,-,FIN,80,80,4654,72810,38.629092,31,29,8932.794922,139744.9844,7,33,52.764513,52.094316,3805.810479,107.662742,255,882064572,882366273,255,0.00075,0.000609,0.000141,58,910,0,0,3,0,7,1,1,1,0,0,0,3,3,0,Normal,0
404,7.040866,tcp,-,FIN,22,26,1920,4416,6.675315,31,29,2082.698486,4825.542969,6,6,335.26028,293.343574,18919.42946,17700.89862,255,3494933401,3495225942,255,0.000754,0.000611,0.000143,87,170,0,0,7,0,4,1,1,1,0,0,0,9,6,0,Normal,0
405,33.829559,tcp,-,FIN,28,30,4256,3080,1.684917,31,29,970.512207,704.236206,7,7,1252.934611,1166.517375,141085.4562,4158.59875,255,361938669,365040092,255,0.000711,0.000546,0.000165,152,103,0,0,11,0,7,1,1,1,0,0,0,13,5,0,Normal,0
406,0.004136,tcp,http,FIN,8,10,1052,824,4110.251621,31,29,1781431.375,1435203.125,2,2,0.538286,0.402444,35.176431,0.635406,255,894582243,895542488,255,0.000636,0.00051,0.000126,132,82,1,83,3,0,13,3,1,5,0,0,1,19,2,0,Normal,0
407,0.225914,tcp,ftp-data,FIN,14,6,8928,320,84.1028,31,29,293598.4375,9454.924805,4,1,17.378,45.054199,1594.655182,68.677148,255,714586652,3165958426,255,0.000644,0.000514,0.00013,638,53,0,0,3,0,13,1,1,5,0,0,0,19,2,0,Normal,0
408,0.021484,tcp,-,FIN,16,18,1540,1644,1536.026767,31,29,537702.4375,578290.8125,4,4,1.410533,1.314437,86.976468,2.590114,255,3044166666,3048738474,255,0.000569,0.00045,0.000119,96,91,0,0,13,0,24,6,1,9,0,0,0,19,21,0,Normal,0
409,0.024553,tcp,-,FIN,16,18,1540,1644,1344.031229,31,29,470492.375,506007.4063,4,4,1.615133,1.417177,104.868636,2.677825,255,3584167655,3588738174,255,0.000582,0.00046,0.000122,96,91,0,0,11,0,24,6,1,7,0,0,0,13,21,0,Normal,0
410,0.02198,tcp,-,FIN,16,18,1540,1644,1501.364832,31,29,525568.6875,565241.125,4,4,1.443267,1.265,88.528737,2.442985,255,1434586070,1438645387,255,0.000585,0.000472,0.000113,96,91,0,0,11,0,24,6,1,7,0,0,0,13,21,0,Normal,0
411,20.419357,tcp,http,FIN,14,18,1684,10168,1.518167,31,29,612.751892,3762.704102,3,5,1570.694885,1201.106941,114641.3037,100333.0051,255,3804871877,3805897626,255,0.000677,0.000533,0.000144,120,565,1,3924,3,0,24,3,1,9,0,0,1,19,2,0,Normal,0
412,22.590464,tcp,-,FIN,16,18,1272,2572,1.460793,31,29,422.479156,860.5401,4,4,1613.579446,1328.81775,124634.975,3321.0365,255,699482305,2845163879,255,0.000682,0.000554,0.000128,80,143,0,0,11,0,6,1,1,2,0,0,0,13,5,0,Normal,0
413,40.088387,tcp,-,FIN,66,66,3910,51808,3.267779,31,29,768.501892,10182.30078,7,26,616.739595,626.366688,112584.6262,3540.85325,255,996911817,3142679372,255,0.001086,0.000898,0.000188,59,785,0,0,13,0,12,1,1,1,0,0,0,19,12,0,Normal,0
414,0.020968,tcp,-,FIN,16,18,1540,1644,1573.826823,31,29,550934.75,592521.9375,4,4,1.377333,1.206353,84.736518,2.437806,255,1074590957,3228106858,255,0.000575,0.000457,0.000118,96,91,0,0,6,0,13,6,1,6,0,0,0,8,10,0,Normal,0
415,0.012278,tcp,ssh,FIN,62,60,5928,8114,9855.025334,31,29,3800619,5198892.5,14,17,0.201279,0.19969,14.572593,0,255,1254580126,1254830142,255,0.000722,0.000576,0.000146,96,135,0,0,1,0,12,1,1,2,0,0,0,6,1,0,Normal,0
416,0.001081,udp,dns,CON,2,2,132,164,2775.208228,31,29,488436.6563,606845.5625,0,0,0.009,0.007,0,0,0,0,0,0,0,0,0,66,82,0,0,1,0,24,1,1,7,0,0,0,12,2,0,Normal,0
417,0.019678,tcp,-,FIN,16,18,1540,1644,1676.999664,31,29,587051.5,631364.9375,4,4,1.291933,1.20125,78.916196,2.171153,255,1194588191,3349927284,255,0.000569,0.000455,0.000114,96,91,0,0,9,0,24,6,1,7,0,0,0,12,21,0,Normal,0
418,0.015863,tcp,-,FIN,16,18,1540,1644,2080.312745,31,29,728235.5625,783206.25,4,4,1.036333,0.906294,64.052591,1.76558,255,894583418,900747473,255,0.002096,0.000453,0.001643,96,91,0,0,13,0,24,6,1,9,0,0,0,19,21,0,Normal,0
419,0.039762,tcp,-,FIN,16,18,1540,1644,829.938101,31,29,290528.625,312459.125,4,4,2.629933,2.310823,161.981814,4.354134,255,857039354,1040317804,255,0.000596,0.000475,0.000121,96,91,0,0,4,0,14,4,1,4,0,0,0,11,9,0,Normal,0
420,0.021522,tcp,-,FIN,16,18,1540,1644,1533.314717,31,29,536753.0625,577269.75,4,4,1.414067,1.238,87.878402,2.484958,255,3044167525,3049257695,255,0.000599,0.000473,0.000126,96,91,0,0,13,0,24,6,1,9,0,0,0,19,21,0,Normal,0
421,0.055841,tcp,-,FIN,16,18,1540,1644,590.963641,31,29,206873.0938,222488.8594,4,4,3.7026,3.244177,294.822496,6.696638,255,2126972046,3088180278,255,0.000826,0.000687,0.000139,96,91,0,0,3,0,9,3,1,3,0,0,0,8,3,0,Normal,0
422,0.02085,tcp,-,FIN,16,18,1540,1644,1582.733744,31,29,554052.75,595875.25,4,4,1.367,1.198118,84.5066,2.494021,255,1314586424,3468192640,255,0.000595,0.000479,0.000116,96,91,0,0,7,0,12,6,1,6,0,0,0,9,12,0,Normal,0
423,0.034695,tcp,-,FIN,16,18,1540,1644,951.145713,31,29,332958.6563,358091.9375,4,4,2.454429,2.008882,145.392651,3.697788,255,2374821971,1043261752,255,0.000656,0.000538,0.000118,96,91,0,0,11,0,13,11,1,8,0,0,0,19,6,0,Normal,0
424,8.358165,tcp,-,FIN,80,80,4654,72810,19.023315,31,29,4399.051758,68818.9375,7,33,107.151306,105.792227,6452.494512,172.975375,255,2659127693,2655810720,255,0.000712,0.000571,0.000141,58,910,0,0,5,0,13,1,1,1,0,0,0,6,10,0,Normal,0
425,0.316452,tcp,-,FIN,16,18,1540,1644,104.281219,31,29,36504.74609,39260.30078,4,4,21.045866,19.749312,1935.760142,51.192953,255,2269906905,1006436213,255,0.000576,0.00046,0.000116,96,91,0,0,11,0,11,11,1,7,0,0,0,19,5,0,Normal,0
426,0.336492,tcp,-,FIN,16,18,1540,1644,98.070682,31,29,34330.68359,36922.125,4,4,22.3782,22.401199,1571.764582,58.090688,255,124523541,3153600489,255,0.000595,0.00047,0.000125,96,91,0,0,11,0,11,11,1,7,0,0,0,19,5,0,Normal,0
427,8.072535,tcp,-,FIN,40,44,2558,23266,10.281777,31,29,2472.581543,22533.69141,7,14,212.426344,192.18003,15955.63591,15167.14957,255,958406585,542553766,255,0.001138,0.000973,0.000165,64,529,0,0,6,0,6,1,1,1,0,0,0,4,5,0,Normal,0
428,3.944821,tcp,http,FIN,8,10,1052,824,4.309448,31,29,1867.765381,1504.757812,2,2,563.434,438.248125,46433.77063,1231.118625,255,724519628,725723197,255,0.000719,0.000584,0.000135,132,82,1,83,8,0,9,8,1,1,0,0,1,10,6,0,Normal,0
429,19.551943,tcp,http,FIN,8,10,1052,824,0.869479,31,29,376.842346,303.601532,2,2,2792.9665,2172.37275,233197.4314,6137.5195,255,2101936487,2103095525,255,0.000736,0.000578,0.000158,132,82,1,83,5,0,7,5,1,1,0,0,1,5,7,0,Normal,0
430,26.962067,tcp,http,FIN,8,10,1052,824,0.630515,31,29,273.272827,220.161163,2,2,3851.666714,3370.17875,320480.3865,8915.475,255,4162298773,2018212318,255,0.000792,0.000627,0.000165,132,82,1,83,7,0,7,7,1,3,0,0,1,19,7,0,Normal,0
431,0.021388,tcp,-,FIN,16,18,1540,1644,1542.921273,31,29,540115.9375,580886.5,4,4,1.404867,1.306625,84.253725,2.69609,255,894585117,3048235386,255,0.000606,0.000479,0.000127,96,91,0,0,13,0,24,6,1,9,0,0,0,19,21,0,Normal,0
432,7.922174,tcp,http,FIN,8,10,1052,824,2.145876,31,29,930.047729,749.289246,2,2,1131.686821,880.177312,93420.88028,2488.86725,255,2677389702,2682663773,255,0.000715,0.000574,0.000141,132,82,1,83,5,0,13,5,1,2,0,0,1,5,7,0,Normal,0
433,20.70825,tcp,http,FIN,8,10,1052,824,0.820929,31,29,355.800232,286.649048,2,2,2958.254786,2300.855,246191.8276,6478.4505,255,3587324190,1443104336,255,0.000701,0.000539,0.000162,132,82,1,83,8,0,11,8,1,1,0,0,1,9,5,0,Normal,0
434,0.016671,tcp,-,FIN,16,18,1540,1644,1979.485328,31,29,692939.8125,745246.25,4,4,1.0366,0.941824,70.81247,1.59988,255,3584165257,1441063544,255,0.00077,0.000656,0.000114,96,91,0,0,11,0,24,6,1,7,0,0,0,13,21,0,Normal,0
435,23.651051,tcp,http,FIN,8,10,1052,824,0.718784,31,29,311.52951,250.982513,2,2,3378.407929,2956.31175,282175.2598,7813.7245,255,1789419752,3935947232,255,0.000702,0.000555,0.000147,132,82,1,83,5,0,9,5,1,1,0,0,1,5,6,0,Normal,0
436,9.699057,tcp,-,FIN,64,66,3806,51808,13.300263,31,29,3090.609863,42085.74219,7,26,153.947739,149.206923,13032.37014,12835.20354,255,1997031252,4147500051,255,0.000744,0.000599,0.000145,59,785,0,0,6,0,7,1,1,3,0,0,0,4,5,0,Normal,0
